% t,x,y,z
0,7.48e+12,0,0
3.9789e+07,7.4781e+12,3.9785e+09,0
7.9577e+07,7.4725e+12,7.955e+09,0
1.1937e+08,7.463e+12,1.1928e+10,0
1.5915e+08,7.4498e+12,1.5894e+10,0
1.9894e+08,7.4328e+12,1.9852e+10,0
2.3873e+08,7.4119e+12,2.38e+10,0
2.7852e+08,7.3873e+12,2.7736e+10,0
3.1831e+08,7.3587e+12,3.1657e+10,0
3.581e+08,7.3263e+12,3.5562e+10,0
3.9789e+08,7.2899e+12,3.9447e+10,0
4.3767e+08,7.2496e+12,4.3311e+10,0
4.7746e+08,7.2052e+12,4.7151e+10,0
5.1725e+08,7.1568e+12,5.0965e+10,0
5.5704e+08,7.1043e+12,5.4749e+10,0
5.9683e+08,7.0476e+12,5.8501e+10,0
6.3662e+08,6.9866e+12,6.2217e+10,0
6.7641e+08,6.9214e+12,6.5895e+10,0
7.1619e+08,6.8517e+12,6.9532e+10,0
7.5598e+08,6.7775e+12,7.3122e+10,0
7.9577e+08,6.6988e+12,7.6663e+10,0
8.3556e+08,6.6153e+12,8.015e+10,0
8.7535e+08,6.527e+12,8.3579e+10,0
9.1514e+08,6.4338e+12,8.6945e+10,0
9.5493e+08,6.3355e+12,9.0241e+10,0
9.9471e+08,6.2319e+12,9.3463e+10,0
1.0345e+09,6.1229e+12,9.6603e+10,0
1.0743e+09,6.0082e+12,9.9654e+10,0
1.1141e+09,5.8878e+12,1.0261e+11,0
1.1539e+09,5.7612e+12,1.0546e+11,0
1.1937e+09,5.6283e+12,1.0819e+11,0
1.2334e+09,5.4887e+12,1.1079e+11,0
1.2732e+09,5.3422e+12,1.1326e+11,0
1.313e+09,5.1882e+12,1.1556e+11,0
1.3528e+09,5.0264e+12,1.1769e+11,0
1.3926e+09,4.8563e+12,1.1963e+11,0
1.4324e+09,4.6772e+12,1.2134e+11,0
1.4722e+09,4.4885e+12,1.2281e+11,0
1.512e+09,4.2893e+12,1.2399e+11,0
1.5518e+09,4.0786e+12,1.2483e+11,0
1.5915e+09,3.8552e+12,1.2529e+11,0
1.6313e+09,3.6177e+12,1.2528e+11,0
1.6711e+09,3.364e+12,1.2472e+11,0
1.7109e+09,3.0917e+12,1.2346e+11,0
1.7507e+09,2.7972e+12,1.2131e+11,0
1.7905e+09,2.4756e+12,1.1799e+11,0
1.8303e+09,2.1193e+12,1.1299e+11,0
1.8701e+09,1.7154e+12,1.0543e+11,0
1.9099e+09,1.2371e+12,9.3195e+10,0
1.9496e+09,6.0279e+11,6.834e+10,0
1.9894e+09,6.028e+11,-6.834e+10,0
2.0292e+09,1.2371e+12,-9.3195e+10,0
2.069e+09,1.7154e+12,-1.0543e+11,0
2.1088e+09,2.1193e+12,-1.1299e+11,0
2.1486e+09,2.4756e+12,-1.1799e+11,0
2.1884e+09,2.7972e+12,-1.2131e+11,0
2.2282e+09,3.0917e+12,-1.2346e+11,0
2.2679e+09,3.364e+12,-1.2472e+11,0
2.3077e+09,3.6177e+12,-1.2528e+11,0
2.3475e+09,3.8552e+12,-1.2529e+11,0
2.3873e+09,4.0786e+12,-1.2483e+11,0
2.4271e+09,4.2893e+12,-1.2399e+11,0
2.4669e+09,4.4885e+12,-1.2281e+11,0
2.5067e+09,4.6772e+12,-1.2134e+11,0
2.5465e+09,4.8563e+12,-1.1963e+11,0
2.5863e+09,5.0264e+12,-1.1769e+11,0
2.626e+09,5.1882e+12,-1.1556e+11,0
2.6658e+09,5.3422e+12,-1.1326e+11,0
2.7056e+09,5.4887e+12,-1.1079e+11,0
2.7454e+09,5.6283e+12,-1.0819e+11,0
2.7852e+09,5.7612e+12,-1.0546e+11,0
2.825e+09,5.8878e+12,-1.0261e+11,0
2.8648e+09,6.0082e+12,-9.9654e+10,0
2.9046e+09,6.1229e+12,-9.6603e+10,0
2.9444e+09,6.2319e+12,-9.3463e+10,0
2.9841e+09,6.3355e+12,-9.0241e+10,0
3.0239e+09,6.4338e+12,-8.6945e+10,0
3.0637e+09,6.527e+12,-8.3579e+10,0
3.1035e+09,6.6153e+12,-8.015e+10,0
3.1433e+09,6.6988e+12,-7.6663e+10,0
3.1831e+09,6.7775e+12,-7.3122e+10,0
3.2229e+09,6.8517e+12,-6.9532e+10,0
3.2627e+09,6.9214e+12,-6.5895e+10,0
3.3024e+09,6.9866e+12,-6.2217e+10,0
3.3422e+09,7.0476e+12,-5.8501e+10,0
3.382e+09,7.1043e+12,-5.4749e+10,0
3.4218e+09,7.1568e+12,-5.0965e+10,0
3.4616e+09,7.2052e+12,-4.7151e+10,0
3.5014e+09,7.2496e+12,-4.3311e+10,0
3.5412e+09,7.2899e+12,-3.9447e+10,0
3.581e+09,7.3263e+12,-3.5562e+10,0
3.6208e+09,7.3587e+12,-3.1657e+10,0
3.6605e+09,7.3873e+12,-2.7736e+10,0
3.7003e+09,7.4119e+12,-2.38e+10,0
3.7401e+09,7.4328e+12,-1.9852e+10,0
3.7799e+09,7.4498e+12,-1.5894e+10,0
3.8197e+09,7.463e+12,-1.1928e+10,0
3.8595e+09,7.4725e+12,-7.955e+09,0
3.8993e+09,7.4781e+12,-3.9785e+09,0
3.9391e+09,7.48e+12,0.0030445,0
